"id";"property_type";"host_name";"accommodates";"bedrooms";"description"
771568362494531457;Private room in rental unit;Ferran;1;NULL;This 75 square footage room on Boston's JFK/UMass is a clean, charming and glossy room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee.<br /><br /><b>The space</b><br />About this Home <br /> <br />If you are looking for a shared apartment in JFK/UMass, Boston, you can choose this newly refurbished shared apartment on the 3rd floor with a total size of 1116 sq. ft. with 4 other roommates or you can rent this shared apartment on your own - if available. You can request to have your bedroom furnished or unfurnished. <br />  This shared apartment is 15 min walk from the Uphams Corner station for the Fairmount/Franklin and 7 min away from the Boston St and Mayhew St station for the 17 18 in Boston St and Mayhew St. <br />   Other features of this apartment are window ac (common space), smoke-free,  paid WiFi, guarantors allowed, laundry in the home (free), HVAC, hardwood floors, microwave, oven, and refrigerator. <br />If you drive, yo
771690683555872091;Entire rental unit;Johna;8;3;Your family will be close to everything when you stay at this centrally-located place. Boston Common, Seaport, Downtown and much more!<br />All kind of restaurants, shopping malls, pharmacies, groceries etc..<br />Public transportation and in building parking lot!<br />Gym, outdoor space, pool table, business center all 24/7 available!<br /><br /><b>License number</b><br />STR-182644
771690696993014228;Entire rental unit;Johna;8;3;Your family will be close to everything when you stay at this centrally-located place.<br /><br /><b>License number</b><br />Exempt: This listing is a unit used for furnished institutional or business stays
772147697509231116;Entire rental unit;Liya;3;1;Your family will be close to everything when you stay at this centrally-located place.
772245719782019151;Entire home;Emma;11;3;Welcome to our Boston City home, Bring the whole family to this great home with lots of room for fun. The open concept  1st floor  is perfect for large groups  or family gatherings. With free off (and free on ) street parking, large yard and access to public transport (1 minute walk ), this home offers the perfect base to explore the city and surrounding areas.<br /><br /><b>The space</b><br />This is a private access unit, you may come and go as you please, no worries about coming in late if you decide to stay out exploring the city nightlife. Once you arrive we will give you hits and tips on all the local hot spots to check out!<br />The house has 3 bedrooms on the 2nd floor plus 2 full baths and a half bath as well as an office desk, washer and dryer, free wifi, Amazon fire for access to Netflix etc. We also have a private outdoor space with seating should you wish to relax outside. Free parking is  in the driveway and on street.<br />The property has beds and amenities for 9 people
772490458038747328;Entire rental unit;Liya;3;1;Keep it simple at this peaceful and centrally-located place.
773090895709887319;Private room in rental unit;Ferran;1;NULL;This 103 square footage room on Boston's JFK/UMass is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee.<br /><br /><b>The space</b><br />About this Home <br /> <br />If you are looking for a shared apartment in JFK/UMass, Boston, you can choose this newly refurbished shared apartment on the 1 floor with a total size of 1064 sq. ft.  with 3 other roommates  or you can rent this shared apartment on your own - if available. You can request to have your bedroom furnished or unfurnished. <br />  This shared apartment is 2 min walk from the JFK / UMass station for the Red, Greenbush, Middleborough/Lakeville, Kingston Line. <br />   Other features of this apartment are: 32'' flat-screen tv, smoke-free, guarantors allowed, radiator heating,  paid WiFi, hardwood floors, microwave, oven, refrigerator. <br />If you drive, you can easily find street parking.
773093189939694704;Private room in rental unit;Ferran;1;NULL;This 137 square footage room on Boston's JFK/UMassis a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee.<br /><br /><b>The space</b><br />About this Home <br /> <br />If you are looking for a shared apartment in JFK/UMass, Boston, you can choose this newly refurbished shared apartment on the 1 floor with a total size of 1064 sq. ft.  with 3 other roommates  or you can rent this shared apartment on your own - if available. You can request to have your bedroom furnished or unfurnished. <br />  This shared apartment is 2 min walk from the JFK / UMass station for the Red, Greenbush, Middleborough/Lakeville, Kingston Line. <br />   Other features of this apartment are: 32'' flat-screen tv, smoke-free, guarantors allowed, radiator heating,  paid WiFi, hardwood floors, microwave, oven, refrigerator. <br />If you drive, you can easily find street parking.
773095153316934276;Private room in rental unit;Ferran;1;NULL;This 76 square footage room on Boston's JFK/UMass is a charming, appealing and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee.<br /><br /><b>The space</b><br />About this Home <br /> <br />If you are looking for a shared apartment in JFK/UMass, Boston, you can choose this newly refurbished shared apartment on the 1 floor with a total size of 1064 sq. ft.  with 3 other roommates  or you can rent this shared apartment on your own - if available. You can request to have your bedroom furnished or unfurnished. <br />  This shared apartment is 2 min walk from the JFK / UMass station for the Red, Greenbush, Middleborough/Lakeville, Kingston Line. <br />   Other features of this apartment are: 32'' flat-screen tv, smoke-free, guarantors allowed, radiator heating,  paid WiFi, hardwood floors, microwave, oven, refrigerator. <br />If you drive, you can easily find street parking.
773107120276252286;Private room in rental unit;Ferran;1;3;This 125 square footage room on Boston's South Boston. It's a <br />   functional, spacious and comfortable room in a 3-bedroom apartment <br />   which is currently furnished, but it can be unfurnished for an <br />   additional fee.<br /><br /><b>The space</b><br />About this Home <br /> <br /> <br />   Tucked in the middle of South Boston is this 3 bedroom - 1 bathroom <br />   home. We’ve designed the space to provide a sublime environment while <br />   remaining functional. The walls are painted a crisp light grey while <br />   the moldings and doors are a contrasting satin black finish. We want <br />   you to feel as if you live in an art gallery with unique photos and <br />   decor as the finishing touch. You enter the unit through a long <br />   corridor which separates the kitchen and living room in the rear and <br />   the bedrooms that are in the front. The kitchen has been fully <br />   renovated and is equipped with new appliances. The living room and <br />   kitch
773206198344207460;Entire rental unit;Adam;5;2;Modern apartment in the premium class building located next to TD Garden, Big Night Live, North End, Little Italy, North Station Orange and Green T Stops, commuter rail, Amtrak and retail, etc. Tenants have access to all amenities, including fantastic lounge with 270 degree Charles river and Bunker Hill Memorial Bridge view.<br /><br /><b>License number</b><br />STR-668374
